TIGRINYA AA,126313,Tuesday,12/10/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
TIGRINYA BA,205887,Wednesday,12/11/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
TWI 101AR,120948,Wednesday,12/18/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
TWI AA,120944,Friday,12/13/2019,9:00 AM,John Mugane,,,,,,,,,,,,,,,,,,
TWI BA,120947,Tuesday,12/10/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
UKRA AA,116414,Wednesday,12/11/2019,2:00 PM,Volodymyr Dibrova,,,,,,,,,,,,,,,,,,
WSTAFRCN 101AR,205877,Wednesday,12/11/2019,9:00 AM,John Mugane,,,,,,,,,,,,,,,,,,
WSTAFRCN AA,204110,Tuesday,12/10/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
WSTAFRCN BA,205888,Wednesday,12/11/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
YORUBA 101AR,120954,Tuesday,12/17/2019,9:00 AM,John Mugane,,,,,,,,,,,,,,,,,,
YORUBA 101BR,120955,Tuesday,12/17/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
YORUBA AA,120952,Monday,12/16/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
YORUBA BA,120953,Monday,12/16/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
ZULU 101AR,205879,Wednesday,12/11/2019,9:00 AM,John Mugane,,,,,,,,,,,,,,,,,,
ZULU AA,126316,Saturday,12/14/2019,9:00 AM,John Mugane,,,,,,,,,,,,,,,,,,
ZULU BA,205889,Wednesday,12/11/2019,2:00 PM,John Mugane,,,,,,,,,,,,,,,,,,
